record_type,window,n_families,model,reference_or_term,metric,estimate,ci95_lo,ci95_hi,direction,sign_stability,selection_frequency,chosen_C,chosen_l1_ratio
performance,unrestricted,433,year_plus_extended_pitch_core,year_only,d_pairwise_accuracy,0.0866,0.0393,0.1351,,,,,
performance,unrestricted,433,year_plus_extended_pitch_core,year_only,d_roc_auc,0.0927,0.0467,0.1416,,,,,
performance,unrestricted,433,year_plus_extended_pitch_core,year_only,d_log_loss,-0.0364,-0.0609,-0.0090,,,,,
performance,unrestricted,433,continuity_augmented,year_only,d_pairwise_accuracy,0.0716,0.0115,0.1316,,,,,
performance,unrestricted,433,continuity_augmented,year_only,d_roc_auc,0.0960,0.0264,0.1640,,,,,
performance,unrestricted,433,continuity_augmented,year_only,d_log_loss,-0.0352,-0.0621,-0.0068,,,,,
performance,unrestricted,433,year_plus_continuity_augmented,year_only,d_pairwise_accuracy,0.1028,0.0508,0.1524,,,,,
performance,unrestricted,433,year_plus_continuity_augmented,year_only,d_roc_auc,0.1036,0.0510,0.1583,,,,,
performance,unrestricted,433,year_plus_continuity_augmented,year_only,d_log_loss,-0.0367,-0.0625,-0.0065,,,,,
performance,unrestricted,433,extended_pitch_core,minimal_pitch_core,d_pairwise_accuracy,-0.0173,-0.0427,0.0081,,,,,
performance,unrestricted,433,extended_pitch_core,minimal_pitch_core,d_roc_auc,-0.0009,-0.0188,0.0171,,,,,
performance,unrestricted,433,extended_pitch_core,minimal_pitch_core,d_log_loss,-0.0063,-0.0135,0.0010,,,,,
performance,unrestricted,433,minimal_pitch_core,extended_pitch_core,d_pairwise_accuracy,0.0173,-0.0081,0.0427,,,,,
performance,unrestricted,433,minimal_pitch_core,extended_pitch_core,d_roc_auc,0.0009,-0.0171,0.0188,,,,,
performance,unrestricted,433,minimal_pitch_core,extended_pitch_core,d_log_loss,0.0063,-0.0010,0.0135,,,,,
performance,unrestricted,433,extended_pitch_core,continuity_augmented,d_pairwise_accuracy,-0.0254,-0.0508,0.0035,,,,,
performance,unrestricted,433,extended_pitch_core,continuity_augmented,d_roc_auc,-0.0149,-0.0393,0.0105,,,,,
performance,unrestricted,433,extended_pitch_core,continuity_augmented,d_log_loss,0.0045,-0.0090,0.0169,,,,,
coefficient,le15,125,year_plus_minimal_pitch_core,d_year,coefficient_std_scale,0.7112,0.3671,1.0943,positive,1.000,1.000,0.1,0.9
coefficient,le15,125,year_plus_minimal_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.0000,-0.0945,0.3377,zero,0.543,0.457,0.1,0.9
coefficient,le15,125,year_plus_minimal_pitch_core,d_pitch_range,coefficient_std_scale,-0.4140,-0.8905,-0.0590,negative,0.997,0.997,0.1,0.9
coefficient,le15,125,year_plus_extended_pitch_core,d_year,coefficient_std_scale,0.2677,0.1455,0.3940,positive,1.000,1.000,0.01,0.1
coefficient,le15,125,year_plus_extended_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.0000,-0.0142,0.1166,zero,0.517,0.483,0.01,0.1
coefficient,le15,125,year_plus_extended_pitch_core,d_pitch_range,coefficient_std_scale,-0.1389,-0.2506,-0.0249,negative,0.997,0.997,0.01,0.1
coefficient,le15,125,year_plus_extended_pitch_core,d_max_abs_interval,coefficient_std_scale,-0.0151,-0.1101,0.0000,negative,0.557,0.570,0.01,0.1
coefficient,le15,125,year_plus_continuity_augmented,d_year,coefficient_std_scale,0.2690,0.1466,0.3940,positive,1.000,1.000,0.01,0.1
coefficient,le15,125,year_plus_continuity_augmented,d_prop_repeated_pitch,coefficient_std_scale,0.0000,-0.0152,0.1147,zero,0.530,0.470,0.01,0.1
coefficient,le15,125,year_plus_continuity_augmented,d_pitch_range,coefficient_std_scale,-0.1386,-0.2462,-0.0268,negative,0.997,0.997,0.01,0.1
coefficient,le15,125,year_plus_continuity_augmented,d_max_abs_interval,coefficient_std_scale,-0.0164,-0.1096,0.0000,negative,0.567,0.580,0.01,0.1
coefficient,le15,125,year_plus_continuity_augmented,d_prop_gap_transitions,coefficient_std_scale,0.0350,0.0000,0.1806,positive,0.680,0.680,0.01,0.1
coefficient,le25,168,year_plus_minimal_pitch_core,d_year,coefficient_std_scale,0.0330,-0.1035,0.3670,positive,0.617,0.750,0.1,0.5
coefficient,le25,168,year_plus_minimal_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.0703,-0.1030,0.3695,positive,0.713,0.813,0.1,0.5
coefficient,le25,168,year_plus_minimal_pitch_core,d_pitch_range,coefficient_std_scale,-0.1348,-0.6461,0.0952,negative,0.800,0.863,0.1,0.5
coefficient,le25,168,year_plus_extended_pitch_core,d_year,coefficient_std_scale,0.0383,-0.0733,0.3857,positive,0.640,0.767,0.1,0.5
coefficient,le25,168,year_plus_extended_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.0698,-0.1032,0.3834,positive,0.710,0.807,0.1,0.5
coefficient,le25,168,year_plus_extended_pitch_core,d_pitch_range,coefficient_std_scale,-0.1263,-0.6392,0.1007,negative,0.753,0.837,0.1,0.5
coefficient,le25,168,year_plus_extended_pitch_core,d_max_abs_interval,coefficient_std_scale,-0.0305,-0.4112,0.1380,negative,0.553,0.697,0.1,0.5
coefficient,le25,168,year_plus_continuity_augmented,d_year,coefficient_std_scale,0.1615,-0.0733,0.4911,positive,0.880,0.983,0.1,0.1
coefficient,le25,168,year_plus_continuity_augmented,d_prop_repeated_pitch,coefficient_std_scale,0.1294,-0.1020,0.4532,positive,0.833,0.960,0.1,0.1
coefficient,le25,168,year_plus_continuity_augmented,d_pitch_range,coefficient_std_scale,-0.1492,-0.6949,0.1592,negative,0.797,0.967,0.1,0.1
coefficient,le25,168,year_plus_continuity_augmented,d_max_abs_interval,coefficient_std_scale,-0.1211,-0.4918,0.1856,negative,0.783,0.980,0.1,0.1
coefficient,le25,168,year_plus_continuity_augmented,d_prop_gap_transitions,coefficient_std_scale,0.3855,0.0858,0.7797,positive,0.997,1.000,0.1,0.1
coefficient,le50,231,year_plus_minimal_pitch_core,d_year,coefficient_std_scale,-0.1344,-0.4174,0.1658,negative,0.820,1.000,10.0,0.5
coefficient,le50,231,year_plus_minimal_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.1788,-0.1200,0.6349,positive,0.863,1.000,10.0,0.5
coefficient,le50,231,year_plus_minimal_pitch_core,d_pitch_range,coefficient_std_scale,-0.3071,-0.7513,0.0228,negative,0.953,1.000,10.0,0.5
coefficient,le50,231,year_plus_extended_pitch_core,d_year,coefficient_std_scale,-0.1189,-0.3817,0.1447,negative,0.807,0.960,0.1,0.1
coefficient,le50,231,year_plus_extended_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.1545,-0.0948,0.5358,positive,0.867,0.967,0.1,0.1
coefficient,le50,231,year_plus_extended_pitch_core,d_pitch_range,coefficient_std_scale,-0.2270,-0.6028,0.0398,negative,0.927,0.993,0.1,0.1
coefficient,le50,231,year_plus_extended_pitch_core,d_max_abs_interval,coefficient_std_scale,-0.0956,-0.4051,0.2210,negative,0.757,0.977,0.1,0.1
coefficient,le50,231,year_plus_continuity_augmented,d_year,coefficient_std_scale,-0.0836,-0.3518,0.1699,negative,0.747,0.967,0.1,0.1
coefficient,le50,231,year_plus_continuity_augmented,d_prop_repeated_pitch,coefficient_std_scale,0.1521,-0.1073,0.5541,positive,0.853,0.957,0.1,0.1
coefficient,le50,231,year_plus_continuity_augmented,d_pitch_range,coefficient_std_scale,-0.2233,-0.5856,0.0519,negative,0.920,0.990,0.1,0.1
coefficient,le50,231,year_plus_continuity_augmented,d_max_abs_interval,coefficient_std_scale,-0.1022,-0.4300,0.2358,negative,0.743,0.967,0.1,0.1
coefficient,le50,231,year_plus_continuity_augmented,d_prop_gap_transitions,coefficient_std_scale,0.2499,0.0220,0.5986,positive,0.987,0.997,0.1,0.1
coefficient,le75,323,year_plus_minimal_pitch_core,d_year,coefficient_std_scale,0.0873,0.0000,0.2345,positive,0.880,0.887,0.01,0.1
coefficient,le75,323,year_plus_minimal_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.2084,0.0889,0.3502,positive,1.000,1.000,0.01,0.1
coefficient,le75,323,year_plus_minimal_pitch_core,d_pitch_range,coefficient_std_scale,-0.2133,-0.3524,-0.0722,negative,0.997,0.997,0.01,0.1
coefficient,le75,323,year_plus_extended_pitch_core,d_year,coefficient_std_scale,0.1993,-0.0338,0.4650,positive,0.940,0.983,1.0,0.9
coefficient,le75,323,year_plus_extended_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.3767,0.1252,0.7289,positive,1.000,1.000,1.0,0.9
coefficient,le75,323,year_plus_extended_pitch_core,d_pitch_range,coefficient_std_scale,-0.3801,-0.8239,-0.0388,negative,0.987,1.000,1.0,0.9
coefficient,le75,323,year_plus_extended_pitch_core,d_max_abs_interval,coefficient_std_scale,-0.1615,-0.4910,0.1340,negative,0.870,0.973,1.0,0.9
coefficient,le75,323,year_plus_continuity_augmented,d_year,coefficient_std_scale,0.1416,0.0000,0.3949,positive,0.867,0.877,0.1,0.9
coefficient,le75,323,year_plus_continuity_augmented,d_prop_repeated_pitch,coefficient_std_scale,0.3208,0.0828,0.6334,positive,0.993,0.993,0.1,0.9
coefficient,le75,323,year_plus_continuity_augmented,d_pitch_range,coefficient_std_scale,-0.3137,-0.6791,-0.0012,negative,0.973,0.973,0.1,0.9
coefficient,le75,323,year_plus_continuity_augmented,d_max_abs_interval,coefficient_std_scale,-0.1170,-0.4058,0.0317,negative,0.823,0.860,0.1,0.9
coefficient,le75,323,year_plus_continuity_augmented,d_prop_gap_transitions,coefficient_std_scale,0.0000,-0.1278,0.2022,zero,0.387,0.613,0.1,0.9
coefficient,le100,348,year_plus_minimal_pitch_core,d_year,coefficient_std_scale,0.1576,-0.0564,0.3947,positive,0.913,0.983,1.0,0.5
coefficient,le100,348,year_plus_minimal_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.3508,0.1056,0.6709,positive,1.000,1.000,1.0,0.5
coefficient,le100,348,year_plus_minimal_pitch_core,d_pitch_range,coefficient_std_scale,-0.4865,-0.8795,-0.2039,negative,1.000,1.000,1.0,0.5
coefficient,le100,348,year_plus_extended_pitch_core,d_year,coefficient_std_scale,0.0696,0.0000,0.1978,positive,0.843,0.860,0.01,0.1
coefficient,le100,348,year_plus_extended_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.2066,0.0847,0.3497,positive,1.000,1.000,0.01,0.1
coefficient,le100,348,year_plus_extended_pitch_core,d_pitch_range,coefficient_std_scale,-0.2173,-0.3519,-0.1005,negative,0.997,0.997,0.01,0.1
coefficient,le100,348,year_plus_extended_pitch_core,d_max_abs_interval,coefficient_std_scale,-0.0821,-0.2323,0.0000,negative,0.873,0.877,0.01,0.1
coefficient,le100,348,year_plus_continuity_augmented,d_year,coefficient_std_scale,0.0696,0.0000,0.1966,positive,0.840,0.853,0.01,0.1
coefficient,le100,348,year_plus_continuity_augmented,d_prop_repeated_pitch,coefficient_std_scale,0.2066,0.0845,0.3497,positive,1.000,1.000,0.01,0.1
coefficient,le100,348,year_plus_continuity_augmented,d_pitch_range,coefficient_std_scale,-0.2173,-0.3519,-0.1007,negative,0.997,0.997,0.01,0.1
coefficient,le100,348,year_plus_continuity_augmented,d_max_abs_interval,coefficient_std_scale,-0.0821,-0.2329,0.0000,negative,0.873,0.877,0.01,0.1
coefficient,le100,348,year_plus_continuity_augmented,d_prop_gap_transitions,coefficient_std_scale,0.0000,-0.1234,0.0895,zero,0.397,0.603,0.01,0.1
coefficient,unrestricted,433,year_plus_minimal_pitch_core,d_year,coefficient_std_scale,0.3729,0.1936,0.5923,positive,1.000,1.000,1.0,0.1
coefficient,unrestricted,433,year_plus_minimal_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.4496,0.1983,0.7203,positive,1.000,1.000,1.0,0.1
coefficient,unrestricted,433,year_plus_minimal_pitch_core,d_pitch_range,coefficient_std_scale,-0.3962,-0.6998,-0.1442,negative,1.000,1.000,1.0,0.1
coefficient,unrestricted,433,year_plus_extended_pitch_core,d_year,coefficient_std_scale,0.2326,0.1248,0.3523,positive,1.000,1.000,0.01,0.1
coefficient,unrestricted,433,year_plus_extended_pitch_core,d_prop_repeated_pitch,coefficient_std_scale,0.2785,0.1467,0.4047,positive,1.000,1.000,0.01,0.1
coefficient,unrestricted,433,year_plus_extended_pitch_core,d_pitch_range,coefficient_std_scale,-0.1970,-0.3353,-0.0715,negative,1.000,1.000,0.01,0.1
coefficient,unrestricted,433,year_plus_extended_pitch_core,d_max_abs_interval,coefficient_std_scale,-0.1055,-0.2342,0.0000,negative,0.943,0.950,0.01,0.1
coefficient,unrestricted,433,year_plus_continuity_augmented,d_year,coefficient_std_scale,0.2401,0.1340,0.3540,positive,1.000,1.000,0.01,0.1
coefficient,unrestricted,433,year_plus_continuity_augmented,d_prop_repeated_pitch,coefficient_std_scale,0.2756,0.1449,0.3972,positive,1.000,1.000,0.01,0.1
coefficient,unrestricted,433,year_plus_continuity_augmented,d_pitch_range,coefficient_std_scale,-0.1965,-0.3333,-0.0690,negative,1.000,1.000,0.01,0.1
coefficient,unrestricted,433,year_plus_continuity_augmented,d_max_abs_interval,coefficient_std_scale,-0.1062,-0.2353,0.0000,negative,0.943,0.953,0.01,0.1
coefficient,unrestricted,433,year_plus_continuity_augmented,d_prop_gap_transitions,coefficient_std_scale,0.1772,0.0250,0.2997,positive,0.990,0.990,0.01,0.1
